,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id,sample,geo_loc_name,ww_population,ww_sample_duration,ww_sample_matrix,isolation_source,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collected_by,BioSampleModel,fasta_file,collection_site_id,sequenced_by,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_population_source,purpose_of_ww_sampling,concentration_method,extraction_method,extraction_control,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_1_protocol,ww_flow,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,sequence_submitter_contact_email,raw_sequence_data_processing_method,ww_processing_protocol,collection_time,instantaneous_flow,collection_volume,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,geo_loc_ENA,site id
SRR23703035,,,,,,,,,,2021-08-18,,,,,,,,,,,,,,,,,SRR23703035,SRX19564621,21-362,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,8LJWhR4F4eYG
SRR23703034,,,,,,,,,,2021-08-17,,,,,,,,,,,,,,,,,SRR23703034,SRX19564622,21-363,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,PQYMi6sh4Snh
SRR23702950,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702950,SRX19564396,21-126,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,RUkKNdjqTGHj
SRR23702947,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702947,SRX19564399,21-129,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6szqQs4MrMDF
SRR23702952,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702952,SRX19564394,21-124,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TPUouNVVYdmg
SRR23702945,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702945,SRX19564401,21-130,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,HukPsXa9Genh
SRR23702893,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702893,SRX19564402,21-132,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Uv63rS6JHYxQ
SRR23702892,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702892,SRX19564453,21-133,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,XdTJs4uNcdxv
SRR23702949,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702949,SRX19564397,21-127,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6bySSN9ZbyLL
SRR23702948,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702948,SRX19564398,21-128,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,KvGEeZkwCCML
SRR23702951,,,,,,,,,,2021-08-16,,,,,,,,,,,,,,,,,SRR23702951,SRX19564395,21-125,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,EjefHiyTrdqn
SRR23702958,,,,,,,,,,2021-08-11,,,,,,,,,,,,,,,,,SRR23702958,SRX19564388,21-116,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,PQYMi6sh4Snh
SRR23702959,,,,,,,,,,2021-08-11,,,,,,,,,,,,,,,,,SRR23702959,SRX19564387,21-115,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,99SzuxZHqZfb
SRR23702954,,,,,,,,,,2021-08-11,,,,,,,,,,,,,,,,,SRR23702954,SRX19564392,21-119,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6bySSN9ZbyLL
SRR23702956,,,,,,,,,,2021-08-11,,,,,,,,,,,,,,,,,SRR23702956,SRX19564390,21-117,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,8LJWhR4F4eYG
SRR23702955,,,,,,,,,,2021-08-11,,,,,,,,,,,,,,,,,SRR23702955,SRX19564391,21-118,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,KvGEeZkwCCML
SRR23702960,,,,,,,,,,2021-08-11,,,,,,,,,,,,,,,,,SRR23702960,SRX19564386,21-114,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,HukPsXa9Genh
SRR23702737,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702737,SRX19564608,21-0346,"South Africa: Borcheds Quarry Wastewater, City of Cape Town MM, Western Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,JYLuRZpw5mDM
SRR23702962,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702962,SRX19564384,21-111,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,EjefHiyTrdqn
SRR23702741,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702741,SRX19564604,21-0342,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,XdTJs4uNcdxv
SRR23702742,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702742,SRX19564603,21-0341,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Uv63rS6JHYxQ
SRR23702738,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702738,SRX19564607,21-0345,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6szqQs4MrMDF
SRR23702961,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702961,SRX19564385,21-112,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,RUkKNdjqTGHj
SRR23702953,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702953,SRX19564393,21-120,"South Africa: Daveyton, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,73iuBh2qLhh4
SRR23702739,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702739,SRX19564606,21-0344,"South Africa: Brickfield Pretreatment, NELSON MANDELA BAY METRO, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Nb37hPN6FXn8
SRR23702740,,,,,,,,,,2021-08-10,,,,,,,,,,,,,,,,,SRR23702740,SRX19564605,21-0343,"South Africa: Kwanobuhle Waterwaste, NELSON MANDELA BAY METRO, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,GXShVLLwr6Mu
SRR23702744,,,,,,,,,,2021-08-03,,,,,,,,,,,,,,,,,SRR23702744,SRX19564601,21-0334,"South Africa: Northern Wastewater, Johannesburg, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,FCKt69WYJV8Q
SRR23702745,,,,,,,,,,2021-08-03,,,,,,,,,,,,,,,,,SRR23702745,SRX19564600,21-0333,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,99SzuxZHqZfb
SRR23702747,,,,,,,,,,2021-08-03,,,,,,,,,,,,,,,,,SRR23702747,SRX19564598,21-0332,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,RUkKNdjqTGHj
SRR23702963,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702963,SRX19564383,21-110,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,PQYMi6sh4Snh
SRR23702965,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702965,SRX19564381,21-108,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Uv63rS6JHYxQ
SRR23702972,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702972,SRX19564452,21-101,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TPUouNVVYdmg
SRR23702967,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702967,SRX19564379,21-106,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,HukPsXa9Genh
SRR23702969,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702969,SRX19564377,21-105,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6szqQs4MrMDF
SRR23702964,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702964,SRX19564382,21-109,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,8LJWhR4F4eYG
SRR23702966,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702966,SRX19564380,21-107,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,XdTJs4uNcdxv
SRR23702971,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702971,SRX19564375,21-103,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,KvGEeZkwCCML
SRR23702970,,,,,,,,,,2021-08-02,,,,,,,,,,,,,,,,,SRR23702970,SRX19564376,21-104,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6bySSN9ZbyLL
SRR23702751,,,,,,,,,,2021-07-30,,,,,,,,,,,,,,,,,SRR23702751,SRX19564594,21-0297,"South Africa: GOUDKOPPIES WWTW, Johannesburg MM, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,TPUouNVVYdmg
SRR23702896,,,,,,,,,,2021-07-27,,,,,,,,,,,,,,,,,SRR23702896,SRX19564449,21-097,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,8LJWhR4F4eYG
SRR23702894,,,,,,,,,,2021-07-27,,,,,,,,,,,,,,,,,SRR23702894,SRX19564451,21-100,"South Africa: Mdantsane waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,XdTJs4uNcdxv
SRR23702897,,,,,,,,,,2021-07-27,,,,,,,,,,,,,,,,,SRR23702897,SRX19564448,21-096,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,99SzuxZHqZfb
SRR23702899,,,,,,,,,,2021-07-27,,,,,,,,,,,,,,,,,SRR23702899,SRX19564446,21-094,"South Africa: Hartebeesfontein Waterworks, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,RUkKNdjqTGHj
SRR23702895,,,,,,,,,,2021-07-27,,,,,,,,,,,,,,,,,SRR23702895,SRX19564450,21-099,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Uv63rS6JHYxQ
SRR23702782,,,,,,,,,,2021-07-27,,,,,,,,,,,,,,,,,SRR23702782,SRX19564563,21-0290,"South Africa: Rooiwal Wastewater Treatment Works, Tshwane , Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,HukPsXa9Genh
SRR23702753,,,,,,,,,,2021-07-26,,,,,,,,,,,,,,,,,SRR23702753,SRX19564564,21-0291,"South Africa: CENTRAL WASTEWATER TREATMENT WORKS, ETHEKWINI, Kwa-Zulu Natal",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,KvGEeZkwCCML
SRR23702898,,,,,,,,,,2021-07-26,,,,,,,,,,,,,,,,,SRR23702898,SRX19564447,21-095,"South Africa: Zandvleit Wastewater, City of Cape Town MM, Western Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6szqQs4MrMDF
SRR23702752,,,,,,,,,,2021-07-26,,,,,,,,,,,,,,,,,SRR23702752,SRX19564593,21-0292,"South Africa: Northern Wastewater, ETHEKWINI, Kwa-Zulu Natal",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,6bySSN9ZbyLL
SRR23702784,,,,,,,,,,2021-07-26,,,,,,,,,,,,,,,,,SRR23702784,SRX19564561,21-0289,"South Africa: ERWAT VLAKPLAATS WWTW, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,EjefHiyTrdqn
SRR23702787,,,,,,,,,,2021-07-21,,,,,,,,,,,,,,,,,SRR23702787,SRX19564558,21-0281,"South Africa: Sterkwater Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,PQYMi6sh4Snh
SRR23702786,,,,,,,,,,2021-07-21,,,,,,,,,,,,,,,,,SRR23702786,SRX19564559,21-0282,"South Africa: Bloemspruit Wastewater, MANGAUNG, Free State",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,8LJWhR4F4eYG
SRR23702788,,,,,,,,,,2021-07-20,,,,,,,,,,,,,,,,,SRR23702788,SRX19564557,21-0280,"South Africa: Borcheds Quarry Wastewater, City of Cape Town MM, Western Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,JYLuRZpw5mDM
SRR23702901,,,,,,,,,,2021-07-20,,,,,,,,,,,,,,,,,SRR23702901,SRX19564444,21-092,"South Africa: Daveyton, Ekurhuleni, Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,73iuBh2qLhh4
SRR23702902,,,,,,,,,,2021-07-20,,,,,,,,,,,,,,,,,SRR23702902,SRX19564443,21-091,"South Africa: East Bank waterwaste, BUFFALO CITY MM, Eastern Cape",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,Uv63rS6JHYxQ
SRR23702903,,,,,,,,,,2021-07-20,,,,,,,,,,,,,,,,,SRR23702903,SRX19564442,21-089,"South Africa: Daspoort Wastewater, Tshwane , Gauteng",NA,0,raw wastewater,urban wastewater treatment facility,grab,SARS-CoV-2,yes,NICD,SARS-CoV-2: wastewater surveillance,NC_045512_Hu-1.fasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan: nan,99SzuxZHqZfb
ERR9862094,2022-06-20,2022-06-20,SAMEA110149614,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T20:18:13Z,2022-06-20T20:18:13Z,public,12_2021_06_09,2021-06-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_06_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-06-25,ERR9862094,ERX9407172,,Switzerland: VD - Lausanne - STEP Vidy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland: VD - Lausanne - STEP Vidy,cPjpJTxqqwHH
